onet_soc_2010;element_id;element_name;date;source;value
17-2199.03;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 09;Occupational Expert;2.4619
17-2199.03;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 09;Occupational Expert;2.3844
17-2199.03;4.C.2.b.1.d;Exposed to Contaminants;Jun 09;Occupational Expert;2.3076
17-2199.03;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 09;Occupational Expert;2.0772
17-2199.03;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 09;Occupational Expert;1.2308
17-2199.03;4.C.2.c.1.a;Exposed to Radiation;Jun 09;Occupational Expert;1.0769
17-2199.03;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 09;Occupational Expert;1.2308
17-2199.03;4.C.2.c.1.c;Exposed to High Places;Jun 09;Occupational Expert;2.1924
17-2199.03;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 09;Occupational Expert;2.1538
17-2199.03;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 09;Occupational Expert;2.0772
17-2199.03;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 09;Occupational Expert;1.6154
17-2199.04;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 09;Occupational Expert;3.85
17-2199.04;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 09;Occupational Expert;2.6845
17-2199.04;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 09;Occupational Expert;2.4209
17-2199.04;4.C.2.b.1.d;Exposed to Contaminants;Jun 09;Occupational Expert;3.2108
17-2199.04;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 09;Occupational Expert;2.6842
17-2199.04;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 09;Occupational Expert;1.6
17-2199.04;4.C.2.c.1.a;Exposed to Radiation;Jun 09;Occupational Expert;1.5711
17-2199.04;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 09;Occupational Expert;1.3333
17-2199.04;4.C.2.c.1.c;Exposed to High Places;Jun 09;Occupational Expert;2.2
17-2199.04;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 09;Occupational Expert;2.8567
17-2199.04;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 09;Occupational Expert;3.1431
17-2199.04;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 09;Occupational Expert;2.5
17-2199.07;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 09;Occupational Expert;2.1671
17-2199.07;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 09;Occupational Expert;1.4584
17-2199.07;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 09;Occupational Expert;2.5831
17-2199.07;4.C.2.b.1.d;Exposed to Contaminants;Jun 09;Occupational Expert;1.7084
17-2199.07;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 09;Occupational Expert;1.8261
17-2199.07;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 09;Occupational Expert;1.0833
17-2199.07;4.C.2.c.1.a;Exposed to Radiation;Jun 09;Occupational Expert;1.5833
17-2199.07;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 09;Occupational Expert;1.087
17-2199.07;4.C.2.c.1.c;Exposed to High Places;Jun 09;Occupational Expert;1.125
17-2199.07;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 09;Occupational Expert;2.2501
17-2199.07;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 09;Occupational Expert;1.9583
17-2199.07;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 09;Occupational Expert;1.3334
17-2199.08;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 10;Occupational Expert;3.45
17-2199.08;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 10;Occupational Expert;2.6
17-2199.08;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 10;Occupational Expert;2.5
17-2199.08;4.C.2.b.1.d;Exposed to Contaminants;Jun 10;Occupational Expert;2.8
17-2199.08;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 10;Occupational Expert;2.5
17-2199.08;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 10;Occupational Expert;1.3
17-2199.08;4.C.2.c.1.a;Exposed to Radiation;Jun 10;Occupational Expert;1.55
17-2199.08;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 10;Occupational Expert;1.35
17-2199.08;4.C.2.c.1.c;Exposed to High Places;Jun 10;Occupational Expert;1.85
17-2199.08;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 10;Occupational Expert;2.55
17-2199.08;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 10;Occupational Expert;3.05
17-2199.08;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 10;Occupational Expert;2.1
17-3011.01;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 10;Incumbent;2.9062
17-3011.01;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 10;Incumbent;1.993
17-3011.01;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 10;Incumbent;1.2017
17-3011.01;4.C.2.b.1.d;Exposed to Contaminants;Jun 10;Incumbent;2.1696
17-3011.01;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 10;Incumbent;1.3122
17-3011.01;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 10;Incumbent;1.029
17-3011.01;4.C.2.c.1.a;Exposed to Radiation;Jun 10;Incumbent;1.3252
17-3011.01;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 10;Incumbent;1.0818
17-3011.01;4.C.2.c.1.c;Exposed to High Places;Jun 10;Incumbent;1.9299
17-3011.01;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 10;Incumbent;1.2555
17-3011.01;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 10;Incumbent;1.2637
17-3011.01;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 10;Incumbent;1.0373
17-3011.02;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 08;Occupational Expert;2.2859
17-3011.02;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 08;Occupational Expert;1.7145
17-3011.02;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 08;Occupational Expert;1.7619
17-3011.02;4.C.2.b.1.d;Exposed to Contaminants;Jun 08;Occupational Expert;1.6666
17-3011.02;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 08;Occupational Expert;1.2857
17-3011.02;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 08;Occupational Expert;1.0952
17-3011.02;4.C.2.c.1.a;Exposed to Radiation;Jun 08;Occupational Expert;1
17-3011.02;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 08;Occupational Expert;1.0952
17-3011.02;4.C.2.c.1.c;Exposed to High Places;Jun 08;Occupational Expert;1.5714
17-3011.02;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 08;Occupational Expert;1.3333
17-3011.02;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 08;Occupational Expert;1.5714
17-3011.02;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 08;Occupational Expert;1.4762
17-3012.01;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Dez 05;Incumbent;3.2317
17-3012.01;4.C.2.b.1.b;Very Hot or Cold Temperatures;Dez 05;Incumbent;2.1324
17-3012.01;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Dez 05;Incumbent;2.2982
17-3012.01;4.C.2.b.1.d;Exposed to Contaminants;Dez 05;Incumbent;2.5896
17-3012.01;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Dez 05;Incumbent;1.7354
17-3012.01;4.C.2.b.1.f;Exposed to Whole Body Vibration;Dez 05;Incumbent;1
17-3012.01;4.C.2.c.1.a;Exposed to Radiation;Dez 05;Incumbent;1.3027
17-3012.01;4.C.2.c.1.b;Exposed to Disease or Infections;Dez 05;Incumbent;1
17-3012.01;4.C.2.c.1.c;Exposed to High Places;Dez 05;Incumbent;2.0623
17-3012.01;4.C.2.c.1.d;Exposed to Hazardous Conditions;Dez 05;Incumbent;2.0139
17-3012.01;4.C.2.c.1.e;Exposed to Hazardous Equipment;Dez 05;Incumbent;2.3622
17-3012.01;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Dez 05;Incumbent;1.4498
17-3012.02;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Dez 05;Incumbent;2.0936
17-3012.02;4.C.2.b.1.b;Very Hot or Cold Temperatures;Dez 05;Incumbent;1.6532
17-3012.02;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Dez 05;Incumbent;1.1565
17-3012.02;4.C.2.b.1.d;Exposed to Contaminants;Dez 05;Incumbent;1.5289
17-3012.02;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Dez 05;Incumbent;1.1767
17-3012.02;4.C.2.b.1.f;Exposed to Whole Body Vibration;Dez 05;Incumbent;1
17-3012.02;4.C.2.c.1.a;Exposed to Radiation;Dez 05;Incumbent;1
17-3012.02;4.C.2.c.1.b;Exposed to Disease or Infections;Dez 05;Incumbent;1.0907
17-3012.02;4.C.2.c.1.c;Exposed to High Places;Dez 05;Incumbent;1.3207
17-3012.02;4.C.2.c.1.d;Exposed to Hazardous Conditions;Dez 05;Incumbent;1.9352
17-3012.02;4.C.2.c.1.e;Exposed to Hazardous Equipment;Dez 05;Incumbent;1.1297
17-3012.02;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Dez 05;Incumbent;1.4051
17-3013.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 09;Incumbent;2.6607
17-3013.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 09;Incumbent;1.4418
17-3013.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 09;Incumbent;1.3692
17-3013.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 09;Incumbent;1.7612
17-3013.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 09;Incumbent;1.195
17-3013.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 09;Incumbent;1
17-3013.00;4.C.2.c.1.a;Exposed to Radiation;Jun 09;Incumbent;1.1419
17-3013.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 09;Incumbent;1.0232
17-3013.00;4.C.2.c.1.c;Exposed to High Places;Jun 09;Incumbent;1.1475
17-3013.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 09;Incumbent;1.1387
17-3013.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 09;Incumbent;1.5289
17-3013.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 09;Incumbent;1.2909
17-3021.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Dez 06;Incumbent;3.6016
17-3021.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Dez 06;Incumbent;2.3443
17-3021.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Dez 06;Incumbent;2.5517
17-3021.00;4.C.2.b.1.d;Exposed to Contaminants;Dez 06;Incumbent;2.4775
17-3021.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Dez 06;Incumbent;2.5907
17-3021.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Dez 06;Incumbent;1.0303
17-3021.00;4.C.2.c.1.a;Exposed to Radiation;Dez 06;Incumbent;1.1393
17-3021.00;4.C.2.c.1.b;Exposed to Disease or Infections;Dez 06;Incumbent;1
17-3021.00;4.C.2.c.1.c;Exposed to High Places;Dez 06;Incumbent;2.3931
17-3021.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Dez 06;Incumbent;2.6789
17-3021.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Dez 06;Incumbent;2.1428
17-3021.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Dez 06;Incumbent;2.3745
17-3022.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 09;Incumbent;2.5051
17-3022.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 09;Incumbent;2.4454
17-3022.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 09;Incumbent;1.6863
17-3022.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 09;Incumbent;2.0766
17-3022.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 09;Incumbent;1.3444
17-3022.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 09;Incumbent;1.0842
17-3022.00;4.C.2.c.1.a;Exposed to Radiation;Jun 09;Incumbent;1.1801
17-3022.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 09;Incumbent;1.2191
17-3022.00;4.C.2.c.1.c;Exposed to High Places;Jun 09;Incumbent;1.6017
17-3022.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 09;Incumbent;1.386
17-3022.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 09;Incumbent;1.8214
17-3022.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 09;Incumbent;1.6254
17-3023.01;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 08;Incumbent;3.0581
17-3023.01;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 08;Incumbent;1.952
17-3023.01;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 08;Incumbent;1.6083
17-3023.01;4.C.2.b.1.d;Exposed to Contaminants;Jun 08;Incumbent;2.0147
17-3023.01;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 08;Incumbent;1.4604
17-3023.01;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 08;Incumbent;1.0688
17-3023.01;4.C.2.c.1.a;Exposed to Radiation;Jun 08;Incumbent;1.7005
17-3023.01;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 08;Incumbent;1.1316
17-3023.01;4.C.2.c.1.c;Exposed to High Places;Jun 08;Incumbent;1.2647
17-3023.01;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 08;Incumbent;2.4799
17-3023.01;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 08;Incumbent;2.1553
17-3023.01;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 08;Incumbent;2.5048
17-3023.03;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 10;Incumbent;3.2994
17-3023.03;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 10;Incumbent;1.6524
17-3023.03;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 10;Incumbent;1.8531
17-3023.03;4.C.2.b.1.d;Exposed to Contaminants;Jun 10;Incumbent;2.387
17-3023.03;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 10;Incumbent;1.7693
17-3023.03;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 10;Incumbent;1.1737
17-3023.03;4.C.2.c.1.a;Exposed to Radiation;Jun 10;Incumbent;1.0694
17-3023.03;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 10;Incumbent;1.9589
17-3023.03;4.C.2.c.1.c;Exposed to High Places;Jun 10;Incumbent;1.5937
17-3023.03;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 10;Incumbent;2.8992
17-3023.03;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 10;Incumbent;1.8903
17-3023.03;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 10;Incumbent;2.3683
17-3024.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Dez 06;Incumbent;3.9559
17-3024.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Dez 06;Incumbent;2.869
17-3024.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Dez 06;Incumbent;2.5272
17-3024.00;4.C.2.b.1.d;Exposed to Contaminants;Dez 06;Incumbent;4.1702
17-3024.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Dez 06;Incumbent;2.4802
17-3024.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Dez 06;Incumbent;1.1947
17-3024.00;4.C.2.c.1.a;Exposed to Radiation;Dez 06;Incumbent;1.6974
17-3024.00;4.C.2.c.1.b;Exposed to Disease or Infections;Dez 06;Incumbent;1
17-3024.00;4.C.2.c.1.c;Exposed to High Places;Dez 06;Incumbent;1.4699
17-3024.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Dez 06;Incumbent;3.63
17-3024.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Dez 06;Incumbent;3.9796
17-3024.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Dez 06;Incumbent;2.8769
17-3025.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Dez 04;Incumbent;2.9921
17-3025.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Dez 04;Incumbent;2.3341
17-3025.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Dez 04;Incumbent;2.2539
17-3025.00;4.C.2.b.1.d;Exposed to Contaminants;Dez 04;Incumbent;3.2806
17-3025.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Dez 04;Incumbent;1.9734
17-3025.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Dez 04;Incumbent;1.0756
17-3025.00;4.C.2.c.1.a;Exposed to Radiation;Dez 04;Incumbent;1.0932
17-3025.00;4.C.2.c.1.b;Exposed to Disease or Infections;Dez 04;Incumbent;1.2878
17-3025.00;4.C.2.c.1.c;Exposed to High Places;Dez 04;Incumbent;1.8414
17-3025.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Dez 04;Incumbent;3.4765
17-3025.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Dez 04;Incumbent;3.5982
17-3025.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Dez 04;Incumbent;1.8821
17-3026.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Dez 04;Incumbent;3.6757
17-3026.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Dez 04;Incumbent;1.8737
17-3026.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Dez 04;Incumbent;1.9194
17-3026.00;4.C.2.b.1.d;Exposed to Contaminants;Dez 04;Incumbent;3.8166
17-3026.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Dez 04;Incumbent;1.4211
17-3026.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Dez 04;Incumbent;1.039
17-3026.00;4.C.2.c.1.a;Exposed to Radiation;Dez 04;Incumbent;1
17-3026.00;4.C.2.c.1.b;Exposed to Disease or Infections;Dez 04;Incumbent;1.2737
17-3026.00;4.C.2.c.1.c;Exposed to High Places;Dez 04;Incumbent;1.0578
17-3026.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Dez 04;Incumbent;1.796
17-3026.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Dez 04;Incumbent;3.2732
17-3026.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Dez 04;Incumbent;2.691
17-3027.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 09;Incumbent;3.3566
17-3027.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 09;Incumbent;2.2202
17-3027.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 09;Incumbent;2.4691
17-3027.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 09;Incumbent;3.0447
17-3027.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 09;Incumbent;2.6002
17-3027.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 09;Incumbent;1.2696
17-3027.00;4.C.2.c.1.a;Exposed to Radiation;Jun 09;Incumbent;1.0928
17-3027.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 09;Incumbent;1.1461
17-3027.00;4.C.2.c.1.c;Exposed to High Places;Jun 09;Incumbent;2.2622
17-3027.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 09;Incumbent;2.8614
17-3027.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 09;Incumbent;3.2399
17-3027.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 09;Incumbent;2.3172
17-3029.04;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 10;Occupational Expert;3.0354
17-3029.04;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 10;Occupational Expert;1.9643
17-3029.04;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 10;Occupational Expert;1.8213
17-3029.04;4.C.2.b.1.d;Exposed to Contaminants;Jun 10;Occupational Expert;2.7933
17-3029.04;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 10;Occupational Expert;2.5862
17-3029.04;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 10;Occupational Expert;1.1379
17-3029.04;4.C.2.c.1.a;Exposed to Radiation;Jun 10;Occupational Expert;1.3214
17-3029.04;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 10;Occupational Expert;1.2071
17-3029.04;4.C.2.c.1.c;Exposed to High Places;Jun 10;Occupational Expert;2.0691
17-3029.04;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 10;Occupational Expert;3.138
17-3029.04;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 10;Occupational Expert;2.5171
17-3029.04;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 10;Occupational Expert;2.2411
17-3029.06;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 09;Occupational Expert;4
17-3029.06;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 09;Occupational Expert;2.2172
17-3029.06;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 09;Occupational Expert;1.92
17-3029.06;4.C.2.b.1.d;Exposed to Contaminants;Jun 09;Occupational Expert;3.0833
17-3029.06;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 09;Occupational Expert;1.92
17-3029.06;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 09;Occupational Expert;1.3753
17-3029.06;4.C.2.c.1.a;Exposed to Radiation;Jun 09;Occupational Expert;1.16
17-3029.06;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 09;Occupational Expert;1.2498
17-3029.06;4.C.2.c.1.c;Exposed to High Places;Jun 09;Occupational Expert;1.8
17-3029.06;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 09;Occupational Expert;2.1251
17-3029.06;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 09;Occupational Expert;2.92
17-3029.06;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 09;Occupational Expert;1.9171
17-3029.09;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 09;Occupational Expert;4.0455
17-3029.09;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 09;Occupational Expert;2.3638
17-3029.09;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 09;Occupational Expert;2.2728
17-3029.09;4.C.2.b.1.d;Exposed to Contaminants;Jun 09;Occupational Expert;3.4544
17-3029.09;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 09;Occupational Expert;2.5004
17-3029.09;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 09;Occupational Expert;1.5914
17-3029.09;4.C.2.c.1.a;Exposed to Radiation;Jun 09;Occupational Expert;1.2731
17-3029.09;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 09;Occupational Expert;1.1364
17-3029.09;4.C.2.c.1.c;Exposed to High Places;Jun 09;Occupational Expert;1.5458
17-3029.09;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 09;Occupational Expert;2.3634
17-3029.09;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 09;Occupational Expert;3.9547
17-3029.09;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 09;Occupational Expert;2.409
17-3031.01;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 08;Occupational Expert;3.3568
17-3031.01;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 08;Occupational Expert;3.4999
17-3031.01;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 08;Occupational Expert;2.9641
17-3031.01;4.C.2.b.1.d;Exposed to Contaminants;Jun 08;Occupational Expert;3.1786
17-3031.01;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 08;Occupational Expert;2.3213
17-3031.01;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 08;Occupational Expert;1.333
17-3031.01;4.C.2.c.1.a;Exposed to Radiation;Jun 08;Occupational Expert;1.3212
17-3031.01;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 08;Occupational Expert;1.1785
17-3031.01;4.C.2.c.1.c;Exposed to High Places;Jun 08;Occupational Expert;1.8926
17-3031.01;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 08;Occupational Expert;1.643
17-3031.01;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 08;Occupational Expert;3.6789
17-3031.01;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 08;Occupational Expert;3.6429
17-3031.02;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Dez 05;Incumbent;2.7998
17-3031.02;4.C.2.b.1.b;Very Hot or Cold Temperatures;Dez 05;Incumbent;2.1658
17-3031.02;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Dez 05;Incumbent;2.3026
17-3031.02;4.C.2.b.1.d;Exposed to Contaminants;Dez 05;Incumbent;2.2181
17-3031.02;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Dez 05;Incumbent;1.3394
17-3031.02;4.C.2.b.1.f;Exposed to Whole Body Vibration;Dez 05;Incumbent;1.0671
17-3031.02;4.C.2.c.1.a;Exposed to Radiation;Dez 05;Incumbent;1
17-3031.02;4.C.2.c.1.b;Exposed to Disease or Infections;Dez 05;Incumbent;1.2509
17-3031.02;4.C.2.c.1.c;Exposed to High Places;Dez 05;Incumbent;1.0597
17-3031.02;4.C.2.c.1.d;Exposed to Hazardous Conditions;Dez 05;Incumbent;1.0645
17-3031.02;4.C.2.c.1.e;Exposed to Hazardous Equipment;Dez 05;Incumbent;1.4505
17-3031.02;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Dez 05;Incumbent;1.8716
19-1011.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 08;Occupational Expert;2.8124
19-1011.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 08;Occupational Expert;2.7336
19-1011.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 08;Occupational Expert;2.4001
